# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-M" "-g" "gene_id" "-a" "./genomic.gtf" "-o" "counts3.txt" "37D1_control1_sorted.bam" "37D2_control2_sorted.bam" "37D3_control3_sorted.bam" "46D1_elevtemp_sorted.bam" "46D2_elevtemp2_sorted.bam" "46D3_elevtemp3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	37D1_control1_sorted.bam	37D2_control2_sorted.bam	37D3_control3_sorted.bam	46D1_elevtemp_sorted.bam	46D2_elevtemp2_sorted.bam	46D3_elevtemp3_sorted.bam
PA3259	NC_002516.2	3646918	3647397	-	480	0	0	0	2	0	0
PA3260	NC_002516.2	3647755	3648066	-	312	2	6	0	2	3	1
PA3261	NC_002516.2	3648170	3648916	+	747	10	2	2	6	6	4
PA3262	NC_002516.2	3649705	3650466	-	762	42	14	14	10	12	28
PA3262.1	NC_002516.2	3650722	3650798	-	77	0	0	0	2	2	0
PA3262.2	NC_002516.2	3650815	3650890	-	76	0	0	0	0	2	0
PA3263	NC_002516.2	3651056	3651976	+	921	43	26	28	32	18	30
PA3264	NC_002516.2	3652063	3652998	+	936	0	0	0	4	0	0
PA3265	NC_002516.2	3653138	3653452	+	315	0	0	0	0	0	0
PA3266	NC_002516.2	3653667	3653876	+	210	213	170	116	90	136	203
PA3267	NC_002516.2	3653937	3655811	-	1875	0	2	4	2	0	0
PA3268	NC_002516.2	3655986	3658151	-	2166	0	0	0	0	2	0
PA3269	NC_002516.2	3658248	3659102	-	855	0	0	0	0	0	0
PA3270	NC_002516.2	3659169	3659756	-	588	7	1	2	3	1	2
PA3271	NC_002516.2	3660022	3663501	+	3480	18	12	10	8	8	16
PA3272	NC_002516.2	3663509	3667855	-	4347	4	0	0	10	18	10
PA3273	NC_002516.2	3667924	3668307	-	384	0	0	0	0	0	0
PA3274	NC_002516.2	3668474	3668761	+	288	0	0	0	2	0	0
PA3275	NC_002516.2	3668840	3669169	-	330	0	0	0	0	0	0
PA3276	NC_002516.2	3669166	3669588	-	423	0	0	0	2	0	2
PA3277	NC_002516.2	3669821	3670633	-	813	4	10	4	0	0	0
PA3278	NC_002516.2	3670759	3671058	-	300	0	0	0	0	0	0
PA3279	NC_002516.2	3671227	3672549	-	1323	0	0	0	0	0	0
PA3280	NC_002516.2	3673008	3674324	-	1317	0	0	0	2	0	0
PA3281	NC_002516.2	3674570	3675160	-	591	0	0	0	0	0	0
PA3282	NC_002516.2	3675163	3675897	-	735	0	0	0	0	0	0
PA3283	NC_002516.2	3675894	3676748	-	855	0	0	0	0	0	0
PA3284	NC_002516.2	3676767	3677081	-	315	5	0	0	0	0	0
PA3285	NC_002516.2	3677720	3678331	-	612	0	0	0	0	0	0
PA3286	NC_002516.2	3678334	3679386	-	1053	0	2	0	0	8	2
PA3287	NC_002516.2	3679946	3680461	+	516	0	2	0	2	0	0
PA3288	NC_002516.2	3680465	3680968	-	504	0	0	0	0	0	0
PA3289	NC_002516.2	3681048	3681461	+	414	0	0	0	0	0	0
PA3290	NC_002516.2	3681500	3684148	-	2649	21	6	8	13	6	10
PA3291	NC_002516.2	3684163	3684717	-	555	38	21	20	10	5	13
PA3292	NC_002516.2	3684905	3685762	-	858	4	4	1	2	2	2
PA3293	NC_002516.2	3685759	3686574	-	816	0	0	0	2	0	0
PA3294	NC_002516.2	3686584	3688650	-	2067	4	4	4	0	0	0
PA3295	NC_002516.2	3688879	3689316	-	438	2	0	0	0	2	1
PA3296	NC_002516.2	3689521	3690951	+	1431	0	0	2	0	0	0
PA3297	NC_002516.2	3691024	3695004	-	3981	0	0	0	2	4	8
PA3298	NC_002516.2	3695179	3695481	-	303	0	0	0	0	0	0
PA3299	NC_002516.2	3695511	3697199	-	1689	22	18	20	16	20	24
PA3300	NC_002516.2	3697434	3699122	-	1689	14	6	0	2	6	8
PA3301	NC_002516.2	3699369	3700319	+	951	10	6	0	5	2	14
PA3302	NC_002516.2	3700316	3700786	+	471	2	4	0	0	2	1
PA3303	NC_002516.2	3700937	3702112	+	1176	0	2	0	2	2	0
PA3304	NC_002516.2	3702093	3702950	-	858	4	0	2	2	4	4
PA3303a	NC_002516.2	3702977	3703180	-	204	0	0	0	0	0	0
PA3304.1	NC_002516.2	3703022	3703156	-	135	0	0	0	0	0	0
PA3305	NC_002516.2	3703167	3705161	-	1995	0	0	2	6	6	12
PA3305.1	NC_002516.2	3705309	3705521	-	213	84	72	50	50	38	64
PA3306	NC_002516.2	3705890	3706492	-	603	0	0	0	2	6	2
PA3307	NC_002516.2	3706546	3706854	-	309	0	0	0	0	4	0
PA3308	NC_002516.2	3707090	3709942	+	2853	18	8	16	4	6	6
PA3309	NC_002516.2	3710225	3710680	+	456	26	30	14	14	8	10
PA3310	NC_002516.2	3710749	3712404	-	1656	2	0	2	2	0	2
PA3311	NC_002516.2	3712560	3714911	+	2352	0	0	2	0	0	0
PA3312	NC_002516.2	3714915	3715805	-	891	0	0	0	0	0	0
PA3313	NC_002516.2	3715804	3716811	+	1008	8	0	0	0	0	2
PA3314	NC_002516.2	3716808	3717611	+	804	0	0	0	0	0	0
PA3315	NC_002516.2	3717605	3718438	+	834	0	0	0	0	0	0
PA3316	NC_002516.2	3718435	3719205	+	771	4	0	0	0	2	4
PA3317	NC_002516.2	3719329	3720057	+	729	0	0	0	0	0	0
PA3318	NC_002516.2	3720123	3720623	+	501	0	0	0	0	2	0
PA3319	NC_002516.2	3720681	3722759	-	2079	0	0	2	1	2	0
PA3320	NC_002516.2	3722990	3723445	-	456	0	0	0	0	0	0
PA3321	NC_002516.2	3723534	3724448	+	915	0	0	0	0	0	0
PA3322	NC_002516.2	3724456	3725154	-	699	0	0	0	0	0	0
PA3323	NC_002516.2	3725580	3726455	+	876	0	0	0	0	0	0
PA3324	NC_002516.2	3726452	3728230	+	1779	0	0	0	0	0	0
PA3325	NC_002516.2	3728240	3729127	+	888	0	0	0	0	0	0
PA3326	NC_002516.2	3729471	3730076	-	606	33	22	31	4	14	26
PA3327	NC_002516.2	3730557	3737615	+	7059	0	0	0	0	0	2
PA3328	NC_002516.2	3737612	3738778	+	1167	0	0	0	0	0	0
PA3329	NC_002516.2	3738775	3740103	+	1329	1	0	0	2	0	0
PA3330	NC_002516.2	3740105	3741019	+	915	0	0	0	2	0	0
PA3331	NC_002516.2	3741012	3742268	+	1257	0	0	0	0	0	0
PA3332	NC_002516.2	3742265	3742690	+	426	0	0	0	0	0	0
PA3333	NC_002516.2	3742694	3743686	+	993	0	0	2	0	0	0
PA3334	NC_002516.2	3743700	3743939	+	240	2	0	0	1	0	0
PA3335	NC_002516.2	3744057	3744809	+	753	0	0	0	1	2	0
PA3336	NC_002516.2	3744901	3746067	+	1167	0	0	0	0	0	0
PA3337	NC_002516.2	3746078	3747076	-	999	10	2	6	3	0	12
PA3338	NC_002516.2	3747166	3747456	-	291	0	0	0	0	0	0
PA3339	NC_002516.2	3747525	3749711	+	2187	0	0	0	0	1	0
PA3340	NC_002516.2	3749719	3751767	-	2049	0	0	4	4	0	2
PA3341	NC_002516.2	3752044	3752478	-	435	8	2	4	0	12	8
PA3342	NC_002516.2	3752596	3753612	-	1017	6	4	2	0	2	6
PA3343	NC_002516.2	3753763	3754932	-	1170	2	4	0	2	0	0
PA3344	NC_002516.2	3755021	3757159	-	2139	8	0	2	12	8	6
PA3345	NC_002516.2	3757243	3757593	-	351	2	0	0	2	2	2
PA3346	NC_002516.2	3757659	3759374	-	1716	2	0	0	2	6	0
PA3347	NC_002516.2	3759376	3759681	-	306	2	0	2	2	0	4
PA3348	NC_002516.2	3759996	3760820	-	825	12	7	5	5	4	9
PA3349	NC_002516.2	3760897	3761829	-	933	78	38	38	63	46	98
PA3350	NC_002516.2	3761961	3762659	+	699	0	5	2	6	2	5
PA3351	NC_002516.2	3762804	3763127	+	324	14	9	0	12	6	13
PA3352	NC_002516.2	3763182	3763652	+	471	16	0	1	2	5	11
PA3353	NC_002516.2	3763681	3764472	+	792	2	0	5	0	3	0
PA3354	NC_002516.2	3764476	3765087	-	612	0	0	0	0	2	0
PA3355	NC_002516.2	3765129	3766433	-	1305	2	0	0	0	0	2
PA3356	NC_002516.2	3766617	3767858	-	1242	18	8	5	19	16	32
PA3357	NC_002516.2	3768184	3769530	+	1347	0	2	0	0	2	2
PA3358	NC_002516.2	3769587	3770465	+	879	4	0	2	0	2	0
PA3359	NC_002516.2	3770470	3771480	-	1011	0	0	0	0	0	2
PA3360	NC_002516.2	3771503	3772561	-	1059	0	0	0	0	0	0
PA3361	NC_002516.2	3773029	3773376	+	348	2	0	2	2	0	4
PA3362	NC_002516.2	3773430	3773948	-	519	0	0	4	0	2	0
PA3363	NC_002516.2	3773991	3774581	-	591	0	0	2	1	2	0
PA3364	NC_002516.2	3774578	3775735	-	1158	0	0	2	2	2	2
PA3365	NC_002516.2	3775761	3776876	-	1116	2	0	0	0	4	0
PA3366	NC_002516.2	3776959	3777999	-	1041	13	4	4	8	6	3
PA3366.1	NC_002516.2	3778034	3778133	-	100	0	2	0	0	0	2
PA3367	NC_002516.2	3778266	3778604	+	339	2	2	2	2	0	2
PA3368.1	NC_002516.2	3778654	3778730	-	77	0	0	0	2	0	0
PA3368	NC_002516.2	3778704	3779369	+	666	0	0	0	0	0	0
PA3369	NC_002516.2	3779562	3779840	+	279	0	2	2	4	5	4
PA3370	NC_002516.2	3779930	3780076	+	147	0	0	0	0	3	2
PA3371	NC_002516.2	3780128	3780313	+	186	0	0	0	0	0	0
PA3372	NC_002516.2	3780362	3781132	-	771	0	2	2	0	0	0
PA3373	NC_002516.2	3781123	3781680	-	558	2	0	0	0	0	2
PA3374	NC_002516.2	3781680	3782843	-	1164	0	0	0	0	0	0
PA3375	NC_002516.2	3782833	3783549	-	717	0	0	0	0	0	0
PA3376	NC_002516.2	3783599	3784414	-	816	0	0	0	0	0	0
PA3377	NC_002516.2	3784411	3785295	-	885	0	0	0	0	0	0
PA3378	NC_002516.2	3785292	3786392	-	1101	0	0	0	0	0	0
PA3379	NC_002516.2	3786392	3787021	-	630	0	0	0	0	0	0
PA3380	NC_002516.2	3787021	3787479	-	459	0	0	0	0	0	0
PA3381	NC_002516.2	3787489	3788211	-	723	0	0	0	0	0	2
PA3382	NC_002516.2	3788232	3789026	-	795	0	0	0	0	0	0
PA3383	NC_002516.2	3789093	3790097	-	1005	0	0	0	0	0	2
PA3384	NC_002516.2	3790150	3790986	-	837	0	0	0	0	0	0
PA3385	NC_002516.2	3791347	3791673	+	327	32	26	13	9	23	10
PA3386	NC_002516.2	3791827	3792192	+	366	0	0	0	0	0	0
PA3387	NC_002516.2	3792290	3793060	+	771	0	0	0	0	0	0
PA3388	NC_002516.2	3793113	3793808	+	696	0	0	2	0	0	0
PA3390	NC_002516.2	3793815	3794117	-	303	0	0	0	0	0	0
PA3389	NC_002516.2	3794178	3794591	+	414	0	0	0	0	0	0
PA3391	NC_002516.2	3794819	3796966	+	2148	99	68	63	68	72	140
PA3392	NC_002516.2	3797009	3798919	+	1911	41	25	15	16	10	18
PA3393	NC_002516.2	3798916	3800202	+	1287	4	0	6	0	6	8
PA3394	NC_002516.2	3800199	3801113	+	915	0	0	0	0	0	0
PA3395	NC_002516.2	3801104	3801931	+	828	1	0	0	0	0	0
PA3396	NC_002516.2	3801948	3802484	+	537	1	1	1	0	0	0
PA3397	NC_002516.2	3802567	3803343	-	777	72	52	16	42	33	52
PA3398	NC_002516.2	3803617	3804543	+	927	0	0	0	2	0	2
PA3399	NC_002516.2	3804545	3804886	-	342	0	0	0	0	0	0
PA3400	NC_002516.2	3804940	3806073	-	1134	0	4	4	6	6	10
PA3401	NC_002516.2	3806070	3807242	-	1173	0	0	0	0	2	0
PA3402	NC_002516.2	3807246	3808217	-	972	0	0	0	2	2	0
PA3403	NC_002516.2	3808318	3808803	-	486	0	2	0	2	0	3
PA3403a	NC_002516.2	3808978	3809265	+	288	0	2	0	0	4	0
PA3404	NC_002516.2	3809258	3810613	-	1356	0	0	0	0	0	0
PA3405	NC_002516.2	3810610	3811941	-	1332	0	0	0	0	0	0
PA3406	NC_002516.2	3811938	3813740	-	1803	0	0	0	0	0	0
PA3407	NC_002516.2	3813958	3814575	-	618	0	0	0	0	0	0
PA3408	NC_002516.2	3814661	3817336	-	2676	0	0	2	2	0	0
PA3409	NC_002516.2	3817546	3818532	-	987	0	0	0	0	0	0
PA3410	NC_002516.2	3818597	3819112	-	516	0	0	0	0	0	2
PA3411	NC_002516.2	3819189	3819407	-	219	0	0	0	0	0	0
PA3412	NC_002516.2	3819527	3819796	-	270	0	0	2	0	0	0
PA3413	NC_002516.2	3820006	3820272	+	267	49	29	24	14	8	22
PA3414	NC_002516.2	3820308	3820892	+	585	0	0	0	0	0	0
PA3415	NC_002516.2	3821385	3822497	-	1113	0	0	0	0	1	0
PA3416	NC_002516.2	3822515	3823516	-	1002	0	0	0	0	0	0
PA3417	NC_002516.2	3823509	3824606	-	1098	0	0	0	0	0	0
PA3418	NC_002516.2	3824748	3825773	-	1026	0	0	2	0	0	0
PA3419	NC_002516.2	3826019	3826831	+	813	0	0	0	0	0	0
PA3420	NC_002516.2	3826838	3829321	-	2484	0	0	0	0	0	0
PA3421	NC_002516.2	3829471	3830841	-	1371	0	0	3	2	0	2
PA3422	NC_002516.2	3830898	3832655	-	1758	0	0	3	2	4	2
PA3423	NC_002516.2	3832940	3833683	+	744	0	2	0	6	0	0
PA3424	NC_002516.2	3833774	3835180	+	1407	0	0	0	0	0	2
PA3425	NC_002516.2	3835215	3835559	+	345	0	0	0	0	0	0
PA3426	NC_002516.2	3835579	3836349	-	771	0	0	0	0	0	0
PA3427	NC_002516.2	3836466	3837377	-	912	2	0	0	2	0	0
PA3428	NC_002516.2	3837493	3837786	-	294	0	0	0	0	0	0
PA3429	NC_002516.2	3837885	3838781	-	897	0	0	0	0	0	0
PA3430	NC_002516.2	3838778	3839557	-	780	2	0	2	4	2	5
PA3431	NC_002516.2	3839686	3840372	-	687	0	0	0	0	4	1
PA3432	NC_002516.2	3840359	3840748	-	390	6	0	0	0	0	0
PA3433	NC_002516.2	3840844	3841737	+	894	0	0	0	0	2	0
PA3434	NC_002516.2	3842274	3843290	-	1017	2	2	4	8	8	8
PA3435	NC_002516.2	3843653	3844105	-	453	4	0	0	0	0	0
PA3436	NC_002516.2	3844385	3844942	+	558	0	0	0	0	0	0
PA3437	NC_002516.2	3845053	3845757	+	705	0	0	0	0	0	1
PA3438	NC_002516.2	3845775	3846335	+	561	26	20	20	12	19	13
PA3439	NC_002516.2	3846337	3846708	+	372	5	1	1	0	2	4
PA3440	NC_002516.2	3846837	3847148	+	312	14	14	2	8	12	18
PA3440a	NC_002516.2	3847200	3847538	+	339	2	1	0	0	0	2
PA3441	NC_002516.2	3847718	3847933	-	216	0	0	0	0	4	0
PA3442	NC_002516.2	3847974	3848798	-	825	0	0	0	0	0	0
PA3443	NC_002516.2	3848795	3849583	-	789	0	0	0	2	2	0
PA3444	NC_002516.2	3849604	3850752	-	1149	0	0	0	0	0	0
PA3445	NC_002516.2	3850830	3851801	-	972	0	0	0	0	2	0
PA3446	NC_002516.2	3851920	3852513	-	594	2	0	0	0	0	0
PA3447	NC_002516.2	3852667	3853416	-	750	0	0	0	0	0	0
PA3448	NC_002516.2	3853413	3854237	-	825	0	0	0	0	0	0
PA3449	NC_002516.2	3854241	3855242	-	1002	0	0	0	0	0	0
PA3450	NC_002516.2	3855493	3856131	-	639	36	6	10	2	12	11
PA3451	NC_002516.2	3856337	3856546	+	210	0	0	0	0	0	4
PA3452	NC_002516.2	3856749	3858320	+	1572	6	0	8	0	6	6
PA3453	NC_002516.2	3858544	3859209	-	666	0	2	0	0	2	2
PA3454	NC_002516.2	3859338	3860522	-	1185	2	2	2	2	2	0
PA3455	NC_002516.2	3860675	3862165	-	1491	16	10	4	12	10	14
PA3456	NC_002516.2	3862309	3864273	+	1965	0	0	0	0	0	0
PA3457	NC_002516.2	3864374	3865126	+	753	0	0	0	0	0	0
PA3458	NC_002516.2	3865281	3865754	-	474	2	2	2	2	4	7
PA3459	NC_002516.2	3865897	3867666	+	1770	4	2	2	2	4	6
PA3460	NC_002516.2	3867707	3869464	+	1758	4	0	2	4	2	4
PA3461	NC_002516.2	3869461	3870657	+	1197	0	4	0	1	2	2
PA3462	NC_002516.2	3870795	3873554	+	2760	0	0	2	0	0	2
PA3463	NC_002516.2	3873606	3873836	+	231	0	0	0	0	0	0
PA3464	NC_002516.2	3874654	3875979	-	1326	0	0	0	0	0	0
PA3465	NC_002516.2	3876196	3877911	+	1716	4	4	2	0	0	2
PA3466	NC_002516.2	3878033	3879373	-	1341	49	28	38	18	28	42
PA3467	NC_002516.2	3879559	3880926	+	1368	0	2	0	0	2	0
PA3468	NC_002516.2	3881093	3882421	+	1329	10	2	2	8	4	6
PA3469	NC_002516.2	3882441	3882983	+	543	0	0	0	0	0	0
PA3470	NC_002516.2	3882980	3883438	+	459	0	0	0	0	0	0
PA3471	NC_002516.2	3883560	3885254	-	1695	38	36	38	30	34	54
PA3472	NC_002516.2	3885711	3886307	+	597	0	0	0	4	2	7
PA3473	NC_002516.2	3886328	3887227	-	900	1	0	0	0	3	2
PA3474	NC_002516.2	3887224	3888084	-	861	0	0	0	0	0	0
PA3475	NC_002516.2	3888178	3888984	-	807	2	0	0	0	0	0
PA3476	NC_002516.2	3889139	3889744	-	606	12	0	6	0	3	0
PA3477	NC_002516.2	3889925	3890650	-	726	6	12	6	8	0	8
PA3478	NC_002516.2	3890775	3892055	-	1281	1	0	1	1	0	0
PA3479	NC_002516.2	3892121	3893008	-	888	3	1	2	0	0	3
PA3480	NC_002516.2	3893432	3893998	-	567	4	0	0	8	2	6
PA3481	NC_002516.2	3894099	3895193	-	1095	2	1	0	0	2	3
PA3482	NC_002516.2	3895324	3897357	+	2034	31	8	20	13	20	35
PA3483	NC_002516.2	3897391	3898191	+	801	8	0	2	1	1	0
PA3484	NC_002516.2	3898278	3899504	+	1227	0	4	2	0	2	4
PA3485	NC_002516.2	3899501	3899938	+	438	0	0	0	0	0	0
PA3486	NC_002516.2	3900233	3902659	+	2427	12	8	5	0	0	0
PA3487	NC_002516.2	3902663	3905962	+	3300	20	14	20	13	8	17
PA3488	NC_002516.2	3906055	3907089	+	1035	233	117	173	22	12	33
PA3489	NC_002516.2	3907268	3907852	+	585	0	0	0	0	0	0
PA3490	NC_002516.2	3907849	3908415	+	567	0	0	0	2	0	0
PA3491	NC_002516.2	3908412	3910736	+	2325	0	0	2	4	2	0
PA3492	NC_002516.2	3910739	3911773	+	1035	0	0	0	0	0	0
PA3493	NC_002516.2	3911773	3912417	+	645	0	0	0	0	0	0
PA3494	NC_002516.2	3912410	3913132	+	723	0	0	0	0	0	0
PA3495	NC_002516.2	3913129	3913767	+	639	13	6	4	3	8	12
PA3496	NC_002516.2	3913876	3914055	+	180	0	0	1	1	0	0
PA3497	NC_002516.2	3914117	3915337	-	1221	0	0	0	0	2	0
PA3498	NC_002516.2	3915807	3916763	-	957	0	0	0	0	0	0
PA3499	NC_002516.2	3916778	3917212	-	435	2	0	0	0	2	6
PA3500	NC_002516.2	3917209	3918228	-	1020	0	0	0	0	0	2
PA3501	NC_002516.2	3918251	3918469	-	219	0	0	0	0	0	0
PA3502	NC_002516.2	3918471	3918788	-	318	0	0	0	0	0	0
PA3503	NC_002516.2	3918796	3919760	-	965	0	2	0	0	0	0
PA3504	NC_002516.2	3919774	3921258	-	1485	2	0	0	2	2	2
PA3505	NC_002516.2	3921270	3922073	-	804	0	0	0	0	0	0
PA3506	NC_002516.2	3922084	3923766	-	1683	0	0	2	0	0	0
PA3507	NC_002516.2	3923759	3924556	-	798	0	0	0	0	0	0
PA3508	NC_002516.2	3924543	3925376	-	834	0	0	0	0	0	0
PA3509	NC_002516.2	3925369	3926238	-	870	0	0	0	0	0	0
PA3510	NC_002516.2	3926247	3926777	-	531	0	0	0	0	0	0
PA3511	NC_002516.2	3926791	3927552	-	762	0	0	0	0	0	0
PA3512	NC_002516.2	3927558	3928334	-	777	0	0	0	0	0	0
PA3513	NC_002516.2	3928331	3929338	-	1008	0	0	0	0	2	0
PA3514	NC_002516.2	3929379	3930230	-	852	0	0	0	0	4	0
PA3515	NC_002516.2	3930743	3931816	-	1074	0	0	0	2	2	0
PA3516	NC_002516.2	3931866	3933317	-	1452	0	0	4	0	0	2
PA3517	NC_002516.2	3933317	3934750	-	1434	2	0	0	0	0	0
PA3518	NC_002516.2	3934781	3935767	-	987	0	2	0	2	0	6
PA3519	NC_002516.2	3935800	3936837	-	1038	0	2	0	0	0	0
PA3520	NC_002516.2	3937238	3937432	-	195	0	2	0	0	0	0
PA3521	NC_002516.2	3938020	3939495	-	1476	0	0	0	0	0	0
PA3522	NC_002516.2	3939492	3942653	-	3162	0	0	0	2	2	3
PA3523	NC_002516.2	3942650	3943807	-	1158	0	2	0	2	0	0
PA3524	NC_002516.2	3944184	3944570	+	387	32	22	28	16	26	14
PA3525	NC_002516.2	3944662	3945879	-	1218	10	8	12	10	15	10
PA3526	NC_002516.2	3945997	3946962	-	966	0	0	2	0	0	0
PA3527	NC_002516.2	3947095	3948141	+	1047	2	2	0	2	4	0
PA3528	NC_002516.2	3948138	3948812	+	675	2	0	0	0	2	4
PA3529	NC_002516.2	3948991	3949593	-	603	54	36	33	54	53	95
PA3530	NC_002516.2	3949853	3950074	+	222	0	0	0	0	0	1
PA3531	NC_002516.2	3950284	3950760	+	477	4387	2737	2252	1222	1448	2593
PA3532	NC_002516.2	3950827	3951978	-	1152	0	0	0	0	0	0
PA3533	NC_002516.2	3952061	3952387	-	327	18	4	4	12	8	12
PA3534	NC_002516.2	3952500	3954608	-	2109	2	0	0	0	1	0
PA3535	NC_002516.2	3954907	3957894	+	2988	4	0	0	2	2	0
PA3536	NC_002516.2	3958288	3958755	-	468	17	6	16	10	20	15
PA3537	NC_002516.2	3959033	3959950	+	918	0	0	4	0	2	2
PA3538	NC_002516.2	3959955	3961037	+	1083	6	2	2	2	0	0
PA3539	NC_002516.2	3961144	3961923	+	780	2	0	2	2	4	6
PA3540	NC_002516.2	3962825	3964135	+	1311	0	2	0	0	4	4
PA3541	NC_002516.2	3964275	3965759	+	1485	0	2	4	0	2	4
PA3542	NC_002516.2	3965842	3967011	+	1170	0	0	0	0	0	3
PA3543	NC_002516.2	3967025	3968452	+	1428	0	0	0	2	0	0
PA3544	NC_002516.2	3968449	3969921	+	1473	0	0	0	2	0	2
PA3545	NC_002516.2	3969942	3971573	+	1632	0	0	0	0	0	0
PA3546	NC_002516.2	3971586	3973010	+	1425	0	0	0	2	0	2
PA3547	NC_002516.2	3973014	3974117	+	1104	0	0	0	0	0	4
PA3548	NC_002516.2	3974359	3975921	+	1563	0	0	0	0	0	2
PA3549	NC_002516.2	3975936	3977111	+	1176	0	2	0	2	0	0
PA3550	NC_002516.2	3977184	3977834	+	651	0	0	0	0	0	2
PA3551	NC_002516.2	3978031	3979476	+	1446	0	2	2	10	0	2
PA3552	NC_002516.2	3979860	3981008	+	1149	0	0	0	4	4	6
PA3553	NC_002516.2	3981005	3982024	+	1020	0	0	2	2	4	2
PA3554	NC_002516.2	3982021	3984009	+	1989	2	8	4	4	4	6
PA3555	NC_002516.2	3984006	3984893	+	888	0	0	2	0	2	2
PA3556	NC_002516.2	3984890	3986539	+	1650	0	0	0	0	2	2
PA3557	NC_002516.2	3986536	3986883	+	348	0	0	0	0	2	0
PA3558	NC_002516.2	3986880	3987293	+	414	4	0	4	4	3	2
PA3559	NC_002516.2	3987290	3988684	+	1395	8	2	8	4	2	4
PA3560	NC_002516.2	3988838	3990595	-	1758	0	0	2	0	0	0
PA3561	NC_002516.2	3990597	3991541	-	945	2	0	0	0	0	0
PA3562	NC_002516.2	3991541	3994411	-	2871	6	0	0	0	0	0
PA3563	NC_002516.2	3994739	3995728	+	990	0	0	0	0	0	0
PA3564	NC_002516.2	3995841	3996518	+	678	0	0	0	0	0	0
PA3565	NC_002516.2	3996806	3997726	-	921	2	0	0	0	0	0
PA3566	NC_002516.2	3997822	3998115	+	294	10	12	2	12	6	16
PA3567	NC_002516.2	3998137	3999150	+	1014	6	0	2	0	2	4
PA3568	NC_002516.2	3999208	4001094	-	1887	4	2	2	2	4	2
PA3569	NC_002516.2	4001196	4002092	-	897	0	0	0	0	0	0
PA3570	NC_002516.2	4002108	4003601	-	1494	0	6	2	10	4	12
PA3571	NC_002516.2	4003733	4004656	+	924	2	0	0	0	2	2
PA3572	NC_002516.2	4004783	4004959	+	177	4	0	0	0	0	0
PA3573	NC_002516.2	4004967	4006145	-	1179	0	0	0	2	0	0
PA3574	NC_002516.2	4006510	4007148	+	639	0	0	0	2	2	2
PA3574a	NC_002516.2	4007127	4007324	-	198	0	0	2	2	0	2
PA3575	NC_002516.2	4007507	4008037	+	531	0	0	0	0	2	0
PA3576	NC_002516.2	4008136	4008558	+	423	3	2	0	0	0	0
PA3577	NC_002516.2	4008938	4009051	-	114	2	0	0	0	1	8
PA3578	NC_002516.2	4009542	4010327	-	786	4	1	2	4	10	8
PA3579	NC_002516.2	4010523	4012007	-	1485	2	0	2	2	2	10
PA3580	NC_002516.2	4012071	4012541	-	471	0	0	4	0	0	0
PA3581	NC_002516.2	4012806	4013645	+	840	5	2	6	5	17	10
PA3582	NC_002516.2	4013685	4015202	+	1518	14	6	23	15	17	33
PA3583	NC_002516.2	4015408	4016163	+	756	4	0	2	1	2	5
PA3584	NC_002516.2	4016441	4017979	+	1539	20	14	30	12	26	26
PA3585	NC_002516.2	4018112	4018441	+	330	0	0	0	0	0	0
PA3586	NC_002516.2	4018458	4019444	-	987	0	0	0	0	0	0
PA3587	NC_002516.2	4019743	4020663	+	921	2	0	0	2	2	4
PA3588	NC_002516.2	4020669	4021919	-	1251	2	0	0	0	0	0
PA3589	NC_002516.2	4021972	4023177	-	1206	0	0	0	0	0	0
PA3590	NC_002516.2	4023200	4024732	-	1533	0	0	2	0	0	0
PA3591	NC_002516.2	4024729	4025526	-	798	0	0	0	0	1	0
PA3592	NC_002516.2	4025586	4026773	-	1188	0	0	0	0	0	0
PA3593	NC_002516.2	4026812	4028539	-	1728	0	0	2	0	0	2
PA3594	NC_002516.2	4028653	4029540	+	888	3	0	2	0	0	4
PA3595	NC_002516.2	4029759	4031168	+	1410	2	0	2	0	0	0
PA3596	NC_002516.2	4031165	4032238	-	1074	0	0	0	0	0	0
PA3597	NC_002516.2	4032328	4033650	-	1323	0	0	0	0	0	0
PA3598	NC_002516.2	4033850	4034665	-	816	0	3	0	2	0	0
PA3599	NC_002516.2	4034793	4035578	+	786	0	0	6	0	4	0
PA3600	NC_002516.2	4035606	4035758	-	153	0	0	0	0	0	0
PA3601	NC_002516.2	4035758	4036021	-	264	0	1	0	1	0	0
PA3602	NC_002516.2	4036265	4037875	+	1611	16	4	4	8	0	10
PA3603	NC_002516.2	4037945	4038316	-	372	0	0	0	0	0	0
PA3604	NC_002516.2	4038388	4039041	-	654	0	0	0	2	0	1
PA3605	NC_002516.2	4039174	4040100	+	927	0	0	0	0	0	0
PA3606	NC_002516.2	4040104	4040820	-	717	0	0	1	0	0	0
PA3607	NC_002516.2	4041079	4042170	+	1092	0	0	0	0	0	0
PA3608	NC_002516.2	4042175	4043068	+	894	0	0	0	0	0	0
PA3609	NC_002516.2	4043061	4043831	+	771	0	0	0	0	4	0
PA3610	NC_002516.2	4043920	4044984	+	1065	0	2	0	0	0	0
PA3611	NC_002516.2	4045160	4045570	+	411	11	2	4	4	2	2
PA3612	NC_002516.2	4045589	4045810	+	222	2	1	2	3	1	0
PA3613	NC_002516.2	4045934	4048339	-	2406	34	14	14	12	4	2
